2001,Never Married,72189,0.22176653825594897
2001,Married,225369,0.6923395941238273
2001,Seperated,9132,0.02805374817982416
2001,Divorcee,4053,0.01245092437284574
2001,Widowed/Widower,14775,0.045389195067553866
2002,Never Married,72753,0.21963103507612053
2002,Married,226035,0.6823677513426375
2002,Seperated,9333,0.028175009282990843
2002,Divorcee,4077,0.012307887372415479
2002,Widowed/Widower,19053,0.05751831692583569
2003,Never Married,72411,0.21774273574437758
2003,Married,231444,0.6959612452751892
2003,Seperated,8856,0.026630341629755257
2003,Divorcee,3381,0.0101668004799235
2003,Widowed/Widower,16461,0.04949887687075444
2004,Never Married,73776,0.21629418542265846
2004,Married,239004,0.7007045040766248
2004,Seperated,10500,0.030783573884974977
2004,Divorcee,3591,0.010527982268661442
2004,Widowed/Widower,14220,0.041689754347080395
2005,Never Married,71730,0.2098951840862405
2005,Married,242013,0.7081745878469723
2005,Seperated,9423,0.02757343258949734
2005,Divorcee,3363,0.009840757062345279
2005,Widowed/Widower,15213,0.04451603841494461
2006,Never Married,73257,0.20674444594960714
2006,Married,255963,0.7223736792197236
2006,Seperated,7938,0.02240246545651585
2006,Divorcee,3306,0.009330127336765104
2006,Widowed/Widower,13872,0.03914928203738824
2007,Never Married,76362,0.207555631660918
2007,Married,262971,0.7147679737762666
2007,Seperated,10044,0.02730008072604516
2007,Divorcee,3510,0.009540350791359868
2007,Widowed/Widower,15024,0.04083596304541044
2008,Never Married,82932,0.22112192741787118
2008,Married,263589,0.7028084180551445
2008,Seperated,8211,0.021893022548933345
2008,Divorcee,4221,0.011254469392162667
2008,Widowed/Widower,16098,0.04292216258588832
2009,Never Married,83403,0.2186455474199967
2009,Married,268476,0.7038245865152456
2009,Seperated,9264,0.02428608504848566
2009,Divorcee,3744,0.0098151017294398
2009,Widowed/Widower,16566,0.043428679286832195
2010,Never Married,92430,0.22890214637553027
2010,Married,279621,0.6924791417469669
2010,Seperated,11751,0.029101256324341192
2010,Divorcee,4551,0.01127051463978187
2010,Widowed/Widower,15444,0.03824694091337974
